time,dt,open,high,low,close,volume
1777636800,2026-05-01 12:00:00+00:00,2285.4,2311.25,2282.65,2300.05,2787683.0
1777640400,2026-05-01 13:00:00+00:00,2300.05,2323.05,2300.05,2317.1,2349847.0
1777644000,2026-05-01 14:00:00+00:00,2317.2,2324.45,2299.95,2306.85,2216539.0
1777647600,2026-05-01 15:00:00+00:00,2306.8,2315.9,2297.4,2306.9,1635384.0
1777651200,2026-05-01 16:00:00+00:00,2306.55,2313.5,2296.95,2300.8,1871118.0
1777654800,2026-05-01 17:00:00+00:00,2300.8,2312.45,2297.55,2310.7,1178743.0
1777658400,2026-05-01 18:00:00+00:00,2310.7,2311.2,2302.15,2303.45,739912.0
1777662000,2026-05-01 19:00:00+00:00,2303.65,2306.8,2300.85,2303.9,384767.0
1777665600,2026-05-01 20:00:00+00:00,2304.0,2304.95,2278.0,2283.85,1363361.0
1777669200,2026-05-01 21:00:00+00:00,2283.9,2293.15,2282.4,2291.45,440178.0
1777672800,2026-05-01 22:00:00+00:00,2291.4,2298.45,2289.4,2292.1,316885.0
1777676400,2026-05-01 23:00:00+00:00,2291.75,2295.0,2287.75,2294.3,175815.0
1777680000,2026-05-02 00:00:00+00:00,2294.35,2298.45,2291.4,2296.4,220580.0
1777683600,2026-05-02 01:00:00+00:00,2296.2,2299.35,2294.55,2297.5,237852.0
1777687200,2026-05-02 02:00:00+00:00,2297.1,2307.2,2293.95,2302.25,575704.0
1777690800,2026-05-02 03:00:00+00:00,2302.25,2307.0,2299.55,2303.1,438550.0
1777694400,2026-05-02 04:00:00+00:00,2303.1,2303.95,2298.3,2300.05,365931.0
1777698000,2026-05-02 05:00:00+00:00,2300.15,2300.6,2295.25,2298.15,459795.0
1777701600,2026-05-02 06:00:00+00:00,2298.2,2305.05,2295.7,2304.25,620237.0
1777705200,2026-05-02 07:00:00+00:00,2304.25,2305.25,2299.65,2299.75,436913.0
1777708800,2026-05-02 08:00:00+00:00,2299.8,2303.4,2297.55,2302.2,337200.0
1777712400,2026-05-02 09:00:00+00:00,2302.45,2306.95,2302.15,2304.15,446682.0
1777716000,2026-05-02 10:00:00+00:00,2304.1,2305.05,2301.0,2302.35,226408.0
1777719600,2026-05-02 11:00:00+00:00,2302.35,2304.2,2299.0,2301.0,458261.0
1777723200,2026-05-02 12:00:00+00:00,2301.0,2304.55,2299.9,2302.35,332734.0
1777726800,2026-05-02 13:00:00+00:00,2302.5,2311.0,2302.5,2307.15,821652.0
1777730400,2026-05-02 14:00:00+00:00,2307.15,2307.75,2303.95,2305.25,477513.0
1777734000,2026-05-02 15:00:00+00:00,2305.3,2308.9,2303.85,2307.9,295081.0
1777737600,2026-05-02 16:00:00+00:00,2307.9,2312.8,2306.6,2308.15,724172.0
1777741200,2026-05-02 17:00:00+00:00,2308.4,2309.0,2304.15,2304.75,340029.0
1777744800,2026-05-02 18:00:00+00:00,2304.7,2310.15,2302.5,2308.9,544756.0
1777748400,2026-05-02 19:00:00+00:00,2308.9,2311.8,2307.75,2310.15,261780.0
1777752000,2026-05-02 20:00:00+00:00,2310.15,2310.75,2308.45,2310.35,106486.0
1777755600,2026-05-02 21:00:00+00:00,2310.4,2342.0,2309.5,2324.6,1166286.0
1777759200,2026-05-02 22:00:00+00:00,2325.0,2327.4,2316.9,2326.0,490211.0
1777762800,2026-05-02 23:00:00+00:00,2324.85,2325.2,2313.45,2315.95,297311.0
1777766400,2026-05-03 00:00:00+00:00,2315.9,2316.55,2308.1,2313.05,419098.0
1777770000,2026-05-03 01:00:00+00:00,2313.4,2313.4,2302.0,2302.7,561361.0
1777773600,2026-05-03 02:00:00+00:00,2302.7,2305.5,2298.0,2302.2,739702.0
1777777200,2026-05-03 03:00:00+00:00,2302.2,2303.25,2298.35,2300.7,328955.0
1777780800,2026-05-03 04:00:00+00:00,2300.5,2303.45,2295.9,2300.35,486732.0
1777784400,2026-05-03 05:00:00+00:00,2300.25,2304.1,2300.2,2302.9,224319.0
1777788000,2026-05-03 06:00:00+00:00,2302.9,2305.45,2298.3,2303.4,411158.0
1777791600,2026-05-03 07:00:00+00:00,2303.4,2313.05,2303.25,2308.2,998362.0
1777795200,2026-05-03 08:00:00+00:00,2308.2,2311.55,2306.1,2307.15,367975.0
1777798800,2026-05-03 09:00:00+00:00,2307.15,2321.65,2306.3,2315.55,889996.0
1777802400,2026-05-03 10:00:00+00:00,2315.6,2315.8,2310.15,2310.5,478843.0
1777806000,2026-05-03 11:00:00+00:00,2310.5,2327.15,2309.25,2318.9,1128747.0
1777809600,2026-05-03 12:00:00+00:00,2319.0,2332.25,2319.0,2324.6,1102156.0
1777813200,2026-05-03 13:00:00+00:00,2324.7,2327.9,2319.5,2320.95,648603.0
1777816800,2026-05-03 14:00:00+00:00,2320.95,2328.75,2320.25,2327.3,515341.0
1777820400,2026-05-03 15:00:00+00:00,2327.3,2333.0,2323.5,2327.2,777266.0
1777824000,2026-05-03 16:00:00+00:00,2327.45,2334.8,2321.2,2327.25,1010423.0
1777827600,2026-05-03 17:00:00+00:00,2327.25,2334.45,2322.6,2330.65,962496.0
1777831200,2026-05-03 18:00:00+00:00,2330.65,2332.7,2326.9,2329.75,425950.0
1777834800,2026-05-03 19:00:00+00:00,2329.8,2337.3,2327.15,2334.65,460922.0
